platform,title,url,video_id,author,comment,language,likes,published_at,type
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@bemumuu,인하 문화의 거리 예전에 많이 갔었는데 추억이네요 ㅎㅎ,ko,0,2025-04-16T06:50:43Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@shoya009,공유공간 멜리오라 이름만큼이나 따뜻한 곳이네요. 이웃끼리 모여서 전 부쳐 먹고 이야기 나누는 모습이 진정한 사람 냄새인 것 같아 마음이 몽글몽글해졌습니다.,ko,0,2025-12-23T13:24:05Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@stampx-bg9jm,"바람길숲
수인선 바람길숲은 계절마다 다른 매력이 있을 것 같아 여러 번 가보고 싶네요",ko,0,2025-12-15T11:44:14Z,top_comment
YouTube,[인하대 X 미추홀릭TV] EP.주안동ㅣ'미추홀송-주안편' MV,https://youtu.be/fCacN41Wy0U,fCacN41Wy0U,@Fleemium,승학체육공원에서 댄스신이나 움직임 많은 장면 촬영하면 잘 맞을 것 같아요,ko,0,2025-11-22T13:21:09Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@달무리-j3d,"다양한 먹거리로 미추홀구 골목상권이
앞으로 활력을 찾기를 응원합니다.",ko,0,2025-04-16T00:20:58Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@otmealwetisu,토지금고시장과 멜리오라가 가진 의미를 알게 되어 더 기억에 남습니다.,ko,0,2025-12-24T07:57:10Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@파비올리브,"오랜 전통을 가진 미추홀미디어문화축제가 올해도 열리게 되어 무척 기쁩니다. 가족, 친구, 연인 모두가 함께 어울릴 수 있는 화합의 장이 되길 바랍니다.",ko,0,2025-09-20T05:40:03Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@연유넣은라떼,멜리오라 공간에서 나눈 이야기들이 따뜻하게 다가왔어요. 이런 공간이 있다는 게 참 좋아 보이네요.,ko,0,2025-12-24T03:34:35Z,top_comment
YouTube,[인하대 X 미추홀릭TV] EP.주안동ㅣ'미추홀송-주안편' MV,https://youtu.be/fCacN41Wy0U,fCacN41Wy0U,@k_hyedong,용정근린공원을 추천합니다~!,ko,0,2025-11-16T07:12:34Z,top_comment
YouTube,"[미추홀구] 병오년 새해, 언제나 행복과 건강이 함께 하길 기원드립니다😊 | 이영훈 미추홀구청장 신년사  #병오년 #새해 #2026 #새해에도열심히뛰겠습니다",https://youtu.be/VUSFQtYrIOg,VUSFQtYrIOg,@이경훈-x4i,구청장님구민을위해서고생이많게읍니다새해에몸건강하시고복많이받으십시요새해에인사말씀해주셔서감사합니다🎉🎉🎉🎉,ko,0,2026-01-10T20:46:54Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@paizjcmsl,"정답 : 1번 청년창업 특화거리
청년에게는 좋은 출발이 되고 불황에도 성과를 얻는데 돌파구가 될 거라고 생각합니다. 늘 응원할게요",ko,0,2025-05-04T07:47:38Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@kibong60,"🎉미추홀미디어문화축제🎉 22회를 맞이한 만큼 더 풍성하고 즐거운 문화의 장이 될 것 같아요! 다양한 미디어와 문화가 어우러지는 축제, 끝까지 응원합니다👏✨",ko,0,2025-09-14T01:02:51Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@schotish-tl8fk,"제22회 미추홀미디어문화축제, 문화와 기술이 어우러져 더 큰 감동을 주는 시간이 되길 진심으로 바랍니다.",ko,0,2025-09-20T06:02:04Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@제품보기_클릭_pink81000,"제22회 미추홀미디어문화축제, 지역의 문화와 창의력이 한데 모이는 축제의 장! 참가자 모두의 열정과 아이디어가 빛나는 순간이 되길 응원합니다. 즐겁게, 의미 있게, 마음껏 즐기세요",ko,0,2025-09-11T05:08:45Z,top_comment
YouTube,[예고] 미추홀구 한복판에서 벌어지는 두 남자의 결투?ㅣ배우 이재용 × 김기환의 [미추홀 동네 한 바퀴] Teaser,https://youtu.be/PT6G4xF1TWs,PT6G4xF1TWs,@babyreview34,미추홀의 양아들 김기환 오랜만에 봐서 좋네유,ko,0,2025-12-10T05:56:47Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@nurifineman11,"제 22회 미추홀미디어문화축제 응원합니다.
미추홀 구민들의 축제의 장이 되기를 기대합니다.",ko,0,2025-09-11T22:05:28Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@lierones5,"정답: 1번 청년창업 특화거리 
청년들이 어렵사리 준비한 창업이 순조롭게 잘 진행될 수 있도록 미추홀구TV에서 이렇게 홍보해주시는 모습이 너무 보기 좋습니다. 다양한 디저트를 맛보고는 유노님 덕분에 매장 가게 사장님이 어깨가 으쓱하고 매우 기분이 좋으셨을 거 같네요. 앞으로도 청년창업 특화거리에 많은 분들이 방문해서 좋은 추억과 맛있는 디저트를 먹고 더욱더 사업이 성공적으로 진행되면 좋겠습니다.😊",ko,0,2025-05-01T18:56:11Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@Wonder-H,미추홀의 빛나는 문화와 미래를 만들어가는 2025 제22회 미추홀 미디어문화축제!! 많은 분들의 발걸음과 응원이 함께하길 바라겠습니다💙,ko,0,2025-09-20T17:57:09Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@koodoo12,"골목이 살아야 나라가 산다 !
좋은 인심으로 베푸는 우리 골목상권이 더 살아나면 좋겠어요 ㅎㅎ",ko,0,2025-04-27T03:31:53Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@kds4885,미추홀구 골목상권이 많은분들이 찾아줘 더욱 활기찬 골목이 되길 응원합니다.,ko,0,2025-04-23T09:52:17Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@minsense-jn9yo,시장과 동네 곳곳에서 느껴지는 사람 냄새가 참 아름답게 전해졌습니다. 함께 살아가는 동네의 힘을 느낄 수 있었어요.,ko,0,2025-12-24T04:33:07Z,top_comment
YouTube,🚨위험할 정도로 신나고 재미있는 수봉산 페스티벌 놀러오세요! #미추홀구 #수봉산페스티벌 #미추홀구축제,https://youtube.com/shorts/LDsrsv8Ge7A,LDsrsv8Ge7A,@deuce-ku9cm,쇼츠 퀄리티 인정!!! ㅎㅎ,ko,0,2025-10-17T06:01:23Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@모다블럭,"지역 경제 활성화를 위해 동네에서 소비하는 것이 중요하다고 생각합니다. 골목상권 사장님들, 힘내세요!",ko,0,2025-04-27T10:00:25Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@망고-d7z,"정답 : 바람숲길 
[미추홀릭TV] 응원합니다!",ko,0,2025-12-12T09:48:29Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@lunacane-f4m,"미추홀미디어문화축제, 정말 기대가 큽니다. 미디어라는 새로운 매개체를 통해 문화 콘텐츠를 더욱 풍성하게 즐길 수 있을 것 같아 설레네요. 특히 시민들이 직접 참여하여 주인공이 되는 모습이야말로 이 축제의 가장 큰 매력이라고 생각합니다. 모두가 함께 웃고 소통하는 가을 축제가 되기를 바랍니다.",ko,0,2025-09-20T11:27:22Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@jikoh-et2ru,리얼 먹방 서바이벌ㅋㅋ 이번 시리즈 완전 꿀잼각이네요,ko,0,2025-04-23T00:23:09Z,top_comment
YouTube,천하제일 먹방대결 (feat. 신기시장) | [유노의 먹방 원정대] EP.3,https://youtu.be/8PWZh2h1ftA,8PWZh2h1ftA,@lead4blue,전통시장과 골목 구석구석 남녀노소 즐길 것들이 많아져서 골목상권이 많이 살아나고 경제가 활성화되길 응원합니다🎉,ko,0,2025-05-02T10:19:37Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@andy27park,정답 : 바람숲길,ko,0,2025-12-16T14:10:49Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@Paradise0701,"유노의 먹방 원정대 잘 봤어요 
미추홀구 골목상권이 더 활성화되기를 응원하겠습니다",ko,0,2025-04-25T05:12:46Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@mad-apple,"착한 가격에 푸짐한 음식을 내어주시는 이모님의 인심, 그리고 오랜 시간 한자리를 지켜온 그 따뜻한 이야기에 괜히 울컥하기도 했고요....
웃음 포인트도 곳곳에 있어서 보는 내내 즐겁고 흐뭇했어요^^ 파이팅!!!",ko,1,2025-04-15T14:12:04Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@Mansin-cho,"제22회 미추홀미디어문화축제가 올해에도 성공적으로 개최되기를 기원합니다. 많은 사람들이 함께 모여 즐기고, 멋진 추억과 감동을 간직할 수 있는 시간이 되길 바랍니다. 저 또한 다양한 예술을 만끽하며 따뜻한 위로를 받을 것 같아 기대가 큽니다!",ko,0,2025-09-13T00:01:58Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@hasaya,1. 청년창업 특화거리,ko,0,2025-05-05T14:22:14Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@유령탄전차,매년 발전을 거듭해온 미추홀미디어문화축제가 이번에도 많은 이들에게 희망과 활력을 불어넣어주는 멋진 축제가 되길 바랍니다.,ko,0,2025-09-19T10:41:36Z,top_comment
YouTube,[인하대 X 미추홀릭TV] EP.주안동ㅣ'미추홀송-주안편' MV,https://youtu.be/fCacN41Wy0U,fCacN41Wy0U,@중수골절,바람숲길은 추억도 많고 분위기도 좋아서 촬영 장소로 강력 추천해요.,ko,0,2025-11-23T02:56:13Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@도약해서-y2k,미추홀 미디어 문화축제 이번행사 구민 모두 즐길수 있는 미추홀구 문화축제로 자리매김 하기를 기원합니다~♡,ko,0,2025-09-21T01:03:17Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@크리맘,"정답: 1번 청년창업 특화거리
미추홀구의 청년 창업가들이 더욱 성장하길 바랍니다.",ko,0,2025-05-02T08:27:06Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@파비올리브,미추홀구 골목상권이 더 많은 이들의 발길이 닿는 곳이 되길 바랍니다.,ko,0,2025-04-26T13:51:41Z,top_comment
YouTube,[인하대 X 미추홀릭TV] EP.주안동ㅣ'미추홀송-주안편' MV,https://youtu.be/fCacN41Wy0U,fCacN41Wy0U,@붉은깃털,용현동의 오래된 골목 풍경은 미추홀구만의 독특한 매력을 잘 보여줄 수 있을 것 같아요.,ko,0,2025-11-22T08:31:48Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@sangsumachine1402,제22회 미추홀미디어문화축제가 지역민뿐 아니라 전국의 많은 분들에게 감동과 즐거움을 선사하는 자리가 되기를 응원합니다.,ko,0,2025-09-19T11:28:14Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@김정우-n1c,다른 세대를 살아오면서 다른 점도 많아 서로 티격태격하시지만 그래도 사람냄새 가득한 미추홀구의 매력 앞에선 두분 모두 무장해제 되는 모습이 보기 좋네요,ko,1,2025-12-19T12:50:22Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@limstonia,문화의 힘으로 우리 모두가 함께 즐기고 소통하는 뜻깊은 시간이 되기를 소망합니다.,ko,0,2025-09-20T11:43:15Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@생각보다행동이먼저,특별하지 않은 일상 속에서 느껴지는 미추홀구만의 매력이 잘 담긴 회차였어요.,ko,0,2025-12-24T06:48:16Z,top_comment
YouTube,[인하대 X 미추홀릭TV] EP.주안동ㅣ'미추홀송-주안편' MV,https://youtu.be/fCacN41Wy0U,fCacN41Wy0U,@민들레꽃별,수봉공원 전망대에서 내려다보는 인천 전경이 진짜 멋있어서 영상미 뽑기 좋아요,ko,0,2025-11-23T07:30:23Z,top_comment
YouTube,"[미추홀구] 병오년 새해, 언제나 행복과 건강이 함께 하길 기원드립니다😊 | 이영훈 미추홀구청장 신년사  #병오년 #새해 #2026 #새해에도열심히뛰겠습니다",https://youtu.be/VUSFQtYrIOg,VUSFQtYrIOg,@남승리-c7n,화이팅 ~항상 건강하시고 새해 복많이받으세요,ko,1,2026-01-01T00:18:05Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@pasthero577,정답은 바람길숲입니다. 미추홀구의 이야기를 계속 듣고 싶어집니다.,ko,0,2025-12-15T08:51:49Z,top_comment
YouTube,천하제일 먹방대결 (feat. 신기시장) | [유노의 먹방 원정대] EP.3,https://youtu.be/8PWZh2h1ftA,8PWZh2h1ftA,@Sigma79001,"기시장 먹방 대결, 정말 흥미진진하게 봤습니다! 😄 윤호님과 먹방 원정대 분들의 먹성도 대단하시고, 시장 상인분들의 활기찬 모습도 인상 깊었어요. 특히 깻잎 닭강정은 정말 침샘 자극!🤤 저렴하고 맛있는 음식들이 가득한 신기시장에 꼭 한번 방문해서 직접 그 분위기를 느껴보고 싶네요. 이런 매력적인 시장들이 오랫동안 우리 곁을 지켜주면 좋겠습니다. 신기시장 화이팅!",ko,0,2025-05-11T14:01:36Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@bluetopaz168,"정답 - 1⃣ 청년창업 특화거리 
7:00 청년 창업인들 준비 과정에서 가장 어려운 점은 경험 부족에서 발생하는 상황들!
청년만의 참신하고 차별화된 콘텐츠로 도심에 활력을 불어넣고, 
건강한 청년 일자리 창출의 중심지가 되길 바랍니다 🎆🎆",ko,0,2025-05-04T07:52:25Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@omgk114,"미추홀구의 숨은 매력과 따뜻한 분위기를 영상으로 잘 느낄 수 있었어요. 
실제로 방문해서 시장 구경도 하고 멜리오라 같은 공유 공간에서 여유로운 시간을 보내면 좋겠다는 생각이 들었습니다.",ko,0,2025-12-25T11:03:18Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@denisrow3908,"제22회 미추홀미디어문화축제를 영상으로 접하면서, 이 축제가 단순한 지역 행사가 아니라 세대와 문화를 아우르는 특별한 장이라는 점이 정말 인상적이었습니다. 22년이라는 긴 시간 동안 지역사회와 함께 성장하며 쌓아온 전통과 가치를 바탕으로, 미디어를 매개로 사람과 사람을 연결하고 참여의 즐거움을 선사하는 모습이 참 아름다웠습니다. 특히 다양한 프로그램 속에서 시민들이 직접 보고 듣고 경험하며 축제의 일부가 되는 과정이, 단순한 관람을 넘어 진정한 참여와 소통의 기회가 된다는 점이 매력적으로 다가왔습니다. 올해도 미추홀의 가을을 풍성하게 물들이고, 세대와 세대를 이어주는 따뜻한 축제로 자리매김하길 기대하며 응원합니다.",ko,0,2025-09-20T01:34:23Z,top_comment
YouTube,[인하대 X 미추홀릭TV] EP.주안동ㅣ'미추홀송-주안편' MV,https://youtu.be/fCacN41Wy0U,fCacN41Wy0U,@락스타냥,인천대공원 동물원 근처 길도 자연스럽고 즐거운 분위기를 담기 좋다고 생각해요.,ko,0,2025-11-23T13:09:10Z,top_comment
YouTube,[예고] 미추홀구 한복판에서 벌어지는 두 남자의 결투?ㅣ배우 이재용 × 김기환의 [미추홀 동네 한 바퀴] Teaser,https://youtu.be/PT6G4xF1TWs,PT6G4xF1TWs,@michuholicTV,"이재용×김기환의 케미가 궁금하다면?
[미추홀 동네 한 바퀴] 1화 보러가기
👉https://youtu.be/py7ERQBYwH8",ko,0,2025-12-10T05:32:40Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@kimmihyon,"미추얼구 시장을 단순한 공간이 아니라 사람 냄새 나는 삶의 무대로 보여줘서 인상 깊었어요.
 과거 염전에서 지금의 시장으로 이어진 이야기가 지역의 시간을 자연스럽게 느끼게 해줘서 좋았어요.",ko,0,2025-12-22T01:11:46Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@lightmin503,"정답: 1번 청년창업 특화거리
청년들의 열정이 현실이 되는 공간이라니 정말 멋집니다.
정책 지원도 계속되길 바랍니다.",ko,0,2025-05-02T22:13:33Z,top_comment
YouTube,맛이라는 것이 폭발한다 (feat. 청년창업 특화거리) | [유노의 먹방 원정대] EP.2,https://youtu.be/Zg63f129iAk,Zg63f129iAk,@mollu6706,"정답: 1번 청년창업 특화거리
와 미추홀구의 청년창업 특화거리 정말 활기차 보이네요! 청년 창업자들의 열정과 도전 정신이 느껴지는데, 이렇게 지원과 응원을 받으면 더욱 힘이 나겠죠. 미래를 여는 거리에서 즐겁고 성공적인 사업이 번창하기를 진심으로 응원합니다! ^^",ko,0,2025-04-30T08:10:37Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@김용희-j5o,이런 컨텐츠 너무 좋아요 유노님과 미주홀구의 콜라보❤ 항상 응원하고 화이팅입니다,ko,0,2025-04-26T14:04:23Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@도토리X재기,미추홀구가 단순한 주거지가 아니라 공동체라는 걸 잘 보여준 콘텐츠라고 생각합니다.,ko,0,2025-12-24T06:03:30Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@musclec7295,전 세대가 함께 즐길 수 있는 축제라는 점에서 의미가 크다고 생각합니다. 세대를 이어주는 다리가 되어주길 바랍니다.,ko,0,2025-09-20T03:47:16Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@김윤경-o4l,2025 제22회 미추홀미디어문화축제 개최를 축하합니다🥳🎉 많은 사랑 받기를 응원하겠습니다😆,ko,0,2025-09-18T07:42:46Z,top_comment
YouTube,사람으로 채워지는 미추홀!ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.2,https://youtu.be/GyILpEk7Pwg,GyILpEk7Pwg,@레기온-j1w,"미추홀구의 정겨운 구석구석을 볼 수 있어서 좋았네요^^
두 분MC의 케미도 좋고 시장 상인 분들의 인심도 보기 좋았습니다!",ko,0,2025-12-20T08:54:18Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@폴라리스011,"바람길 숲
아리마을이라는 이름에 북한에서 오신 분들의 아리고 쓰린 사연이 담겨 있었다는 역사가 마음을 먹먹하게 했습니다. 
하지만 작은 화분 하나가 모여 골목 전체에 새로운 생명을 불어넣었다는 이야기는 희망적이었습니다. 
느린 하루가 숨 쉬고 인사가 다정처럼 흐르는 미추홀구의 따뜻한 정서를 느끼고 갑니다!",ko,0,2025-12-16T08:03:14Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@메이링링이,"정답: 바람숲길
삭막한 도심 속에 이런 힐링 스팟들이 있다는 게 놀라웠고 특히 양지탕은 옛날 목욕탕의 추억을 그대로 간직하고 있어서 부모님 모시고 한번 가보면 좋아하실 것 같아요 두 분의 진행이 너무 자연스럽고 편안해서 마치 저도 같이 걷고 있는 듯한 느낌을 받았는데 앞으로도 미추홀구의 정겹고 따뜻한 이야기 많이 들려주세요 ~~^^",ko,0,2025-12-11T07:41:00Z,top_comment
YouTube,🎉2025 제22회 미추홀미디어문화축제🎉 개최! #미추홀구 #미추홀미디어문화축제 #축제 #가을 #이벤트,https://youtube.com/shorts/WNEdPIcUB6k,WNEdPIcUB6k,@이동선-d2m,"2025 제22회 미추홀미디어문화축제과 많은 시민분들과 다양한 분들의 관심과 참여속에서 성황리에 잘 치뤄지기를 바라고, 축제의 이모저모 소식들을 보다 발빠르게 접할 수 있었으면 합니다.",ko,1,2025-09-20T16:04:32Z,top_comment
YouTube,먹방 유튜버 유노! 떡볶이 33인분 클리어 도전?! (feat. 인하 문화의 거리) | [유노의 먹방 원정대] EP.1,https://youtu.be/RL7DPDkCFI4,RL7DPDkCFI4,@kimduchi02,미추홀구 골목상권이 점점 활기를 되찾아가는 모습이 정말 보기 좋아요. 작은 가게 하나하나가 모여서 지역 사회에 따뜻한 온기를 전하는 것 같아요. 앞으로도 지역 주민들과 함께 성장하는 미추홀구가 되길 진심으로 응원합니다!,ko,0,2025-04-27T16:41:59Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@lovemind119,"정답: 바람길숲
아리마을 벽화골목은 슬픈 사연을 희망으로 승화시킨 마을 사람들의 노력이 엿보여 마음이 따뜻해졌습니다 참 오래 보고 싶은 아름다운 마을이라는 표현이 와닿네요 느린 하루가 숨 쉬는 곳.. 꼭 가보겠습니다",ko,0,2025-12-15T08:00:27Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@vbc5435,정답 : 수인선 바람길숲,ko,0,2025-12-16T12:27:19Z,top_comment
YouTube,아름다운 미추홀구에서 벌어진 뜻밖의 전개?ㅣ배우 이재용×김기환의 [미추홀 동네 한 바퀴] EP.1,https://youtu.be/py7ERQBYwH8,py7ERQBYwH8,@gkssk0808,"정답: 바람길숲
두 분의 케미가 너무 좋았어요! 코믹한 전개에 웃으면서 보다가 미추홀구의 매력에 제대로 빠졌어요 :)",ko,0,2025-12-13T04:58:13Z,top_comment
